,pixel_index,roi_index,roi_name,fit_model,T2m,T2fl,T2fs,T1f,T1m,Af,Am,cl,cs,B1,echo,rss,rchi,AIC,BIC,dx,Am100,Af100,cl100,cs100,slice,nrows,ncols,groupName,subject,session,imagedRegion,imagedRegionType,roi
140,33823,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,132.17024705464377,0.0,365.0,1400.0,1.0,0.0,0.47068204691412985,0.0,0.9708745264894977,10.0,0.00686351400892139,0.0004902510006372421,-126.85073412634185,-124.35109409417319,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
141,33824,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,133.15815472641,0.0,365.0,1400.0,1.0,0.0,0.46958243539773037,0.0,0.9705097453794157,10.0,0.007016026080738203,0.0005011447200527288,-126.47711806109038,-123.97747802892172,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
142,33825,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,133.43178465776717,0.0,365.0,1400.0,1.0,0.0,0.47086338611515866,0.0,0.9650452295710399,10.0,0.0067905404119760135,0.0004850386008554295,-127.03244761911702,-124.53280758694837,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
143,33826,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,133.68864545112547,0.0,365.0,1400.0,1.0,0.0,0.47171606285136236,0.0,0.9634772987673882,10.0,0.006514227892479207,0.00046530199231994333,-127.73865884004286,-125.2390188078742,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
144,33827,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,133.30252367238538,0.0,365.0,1400.0,1.0,0.0,0.46962388727731874,0.0,0.9701609291521245,10.0,0.006797061201225672,0.0004855043715161194,-127.0161307695493,-124.51649073738065,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
145,33828,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,131.48368914952758,0.0,365.0,1400.0,1.0,0.0,0.46595304240873114,0.0,0.9808440082244652,10.0,0.007478121789394854,0.0005341515563853467,-125.39277832436477,-122.89313829219611,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
146,33829,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,129.13236010970886,0.0,365.0,1400.0,1.0,0.0,0.4673053657404027,0.0,0.9793601062806626,10.0,0.007619604037215453,0.0005442574312296753,-125.07415171126954,-122.57451167910088,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
147,33830,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,128.243223580343,0.0,365.0,1400.0,1.0,0.0,0.4726449637866975,0.0,0.9670581893579746,10.0,0.00693682764417004,0.0004954876888692885,-126.67010910190845,-124.1704690697398,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
148,33831,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,129.90447385187,0.0,365.0,1400.0,1.0,0.0,0.4775883280725661,0.0,0.9531301352294969,10.0,0.006284424260722959,0.00044888744719449706,-128.3492046382763,-125.84956460610763,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
149,33832,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,132.1397908093086,0.0,365.0,1400.0,1.0,0.0,0.4780816679959986,0.0,0.9487908036322981,10.0,0.0061417670449761645,0.00043869764606972603,-128.73955420901706,-126.2399141768484,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
150,33833,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,132.07442042685247,0.0,365.0,1400.0,1.0,0.0,0.4751215921871672,0.0,0.9527819209833119,10.0,0.006569505620533557,0.0004692504014666826,-127.59501070361827,-125.09537067144961,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
151,33834,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,129.97576197464477,0.0,365.0,1400.0,1.0,0.0,0.4739111899144218,0.0,0.958859402007192,10.0,0.006816759823639757,0.00048691141597426835,-126.96693417527396,-124.4672941431053,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
152,34077,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,133.1240554227454,0.0,365.0,1400.0,1.0,0.0,0.4735914932662957,0.0,0.9619276397982923,10.0,0.006212383743887844,0.00044374169599198886,-128.54520706581926,-126.0455670336506,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
153,34078,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,132.2085717892537,0.0,365.0,1400.0,1.0,0.0,0.4732700114636218,0.0,0.9647318570157989,10.0,0.0065381799823836665,0.0004670128558845476,-127.67626636972716,-125.1766263375585,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
154,34079,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,132.8385465842502,0.0,365.0,1400.0,1.0,0.0,0.4729862967217716,0.0,0.9648395041293355,10.0,0.00647748753388072,0.00046267768099148,-127.83481053991085,-125.33517050774219,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
155,34080,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,133.15434493466893,0.0,365.0,1400.0,1.0,0.0,0.4730115935679128,0.0,0.9615716265759445,10.0,0.0065699483159915775,0.00046928202257082695,-127.59386517309233,-125.09422514092367,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
156,34081,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,133.13048521514713,0.0,365.0,1400.0,1.0,0.0,0.4754568845812278,0.0,0.9538295469570799,10.0,0.006292366402923777,0.000449454743065984,-128.32773390874405,-125.8280938765754,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
157,34082,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,133.04651705880931,0.0,365.0,1400.0,1.0,0.0,0.4766233904684043,0.0,0.9509990866378791,10.0,0.006190210377349783,0.0004421578840964131,-128.60599235461714,-126.10635232244849,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
158,34083,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,132.7647223314602,0.0,365.0,1400.0,1.0,0.0,0.47312934498418,0.0,0.9611720885964635,10.0,0.006585523183974672,0.000470394513141048,-127.55361228220679,-125.05397225003813,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
159,34084,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,131.39541344349848,0.0,365.0,1400.0,1.0,0.0,0.46784774871866097,0.0,0.9768456090098043,10.0,0.007437366799067922,0.0005312404856477087,-125.48567994883197,-122.98603991666332,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
160,34085,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,129.55754355693495,0.0,365.0,1400.0,1.0,0.0,0.46685781827374395,0.0,0.9819806046090748,10.0,0.0076860489847111165,0.0005490034989079369,-124.92654988051765,-122.426909848349,0.45,0.0,100.0,100.00000000000001,-1.4210854715202004e-14,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
161,34086,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,128.7657301178975,0.0,365.0,1400.0,1.0,0.0,0.4716878776045842,0.0,0.971560945785603,10.0,0.00681114819176614,0.00048651058512615283,-126.98093452619142,-124.48129449402276,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
162,34087,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,130.05085894702617,0.0,365.0,1400.0,1.0,0.0,0.47669837175010565,0.0,0.9578263955273713,10.0,0.005937837460149064,0.0004241312471535046,-129.31360153828533,-126.81396150611667,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
163,34088,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,131.63540129774142,0.0,365.0,1400.0,1.0,0.0,0.47908870359224853,0.0,0.9479462871133275,10.0,0.0059362217371825305,0.00042401583837018076,-129.3182279748129,-126.81858794264426,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
164,34089,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,131.23603613881153,0.0,365.0,1400.0,1.0,0.0,0.47797724579430156,0.0,0.9462318501653055,10.0,0.006572269793453645,0.0004694478423895461,-127.58785931975206,-125.0882192875834,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
165,34090,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,129.80287478769094,0.0,365.0,1400.0,1.0,0.0,0.47598852051236606,0.0,0.9523643658112624,10.0,0.007111492796432245,0.0005079637711737318,-126.2473595472697,-123.74771951510104,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
166,34333,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,132.34820766744738,0.0,365.0,1400.0,1.0,0.0,0.47480739133266237,0.0,0.9622368520090391,10.0,0.006031265219132106,0.0004308046585094361,-129.04820083046835,-126.54856079829969,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
167,34334,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,132.48418084978098,0.0,365.0,1400.0,1.0,0.0,0.4741192799937034,0.0,0.9637828729510636,10.0,0.006147761767881664,0.000439125840562976,-128.7229693099492,-126.22332927778055,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
168,34335,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,132.79718222281267,0.0,365.0,1400.0,1.0,0.0,0.4752609713926983,0.0,0.9591334942883756,10.0,0.006002762373260047,0.0004287687409471462,-129.12873069167995,-126.62909065951129,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
169,34336,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,132.67503555624094,0.0,365.0,1400.0,1.0,0.0,0.47626162995653687,0.0,0.9533582383038642,10.0,0.0061045274940987005,0.0004360376781499072,-128.8429445552547,-126.34330452308603,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
170,34337,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,132.2364026720494,0.0,365.0,1400.0,1.0,0.0,0.47827849275474754,0.0,0.947147246539418,10.0,0.0059845327117094916,0.00042746662226496367,-129.1804361820455,-126.68079614987684,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
171,34338,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,132.0271837728103,0.0,365.0,1400.0,1.0,0.0,0.4803201172508895,0.0,0.9435294678826075,10.0,0.00577330946740314,0.00041237924767165287,-129.79129342083985,-127.2916533886712,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
172,34339,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,131.9580709560271,0.0,365.0,1400.0,1.0,0.0,0.47710734468689076,0.0,0.9532862893378579,10.0,0.006131286985077864,0.0004379490703627045,-128.7685870905048,-126.26894705833615,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
173,34340,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,130.9890491816661,0.0,365.0,1400.0,1.0,0.0,0.47067702011184753,0.0,0.9710235201914978,10.0,0.0069087637904531075,0.0004934831278895077,-126.73902434742803,-124.23938431525937,0.45,0.0,100.0,99.99999999999999,1.4210854715202004e-14,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
174,34341,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,129.55213968582856,0.0,365.0,1400.0,1.0,0.0,0.4672391154105825,0.0,0.9826256514060567,10.0,0.007417365081073089,0.0005298117915052207,-125.53146056798423,-123.03182053581557,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
175,34342,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,129.0211684808974,0.0,365.0,1400.0,1.0,0.0,0.4698436499311517,0.0,0.9769387086933765,10.0,0.006993361630033013,0.0004995258307166438,-126.53212346262356,-124.0324834304549,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
176,34343,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,130.39250119267044,0.0,365.0,1400.0,1.0,0.0,0.47456375912894033,0.0,0.963396369597638,10.0,0.006183629374456514,0.00044168781246117957,-128.62407519098457,-126.12443515881591,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
177,34344,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,131.43634785859547,0.0,365.0,1400.0,1.0,0.0,0.4793241602990347,0.0,0.9478144935101103,10.0,0.005978733278175263,0.0004270523770125188,-129.1969183664069,-126.69727833423823,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
178,34345,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,130.63752662238747,0.0,365.0,1400.0,1.0,0.0,0.480590934265839,0.0,0.9405830354619162,10.0,0.006669021864490159,0.00047635870460643995,-127.33942215474781,-124.83978212257915,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
179,34346,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,129.95276091465337,0.0,365.0,1400.0,1.0,0.0,0.4771296039971872,0.0,0.9497729494203984,10.0,0.007117135429156245,0.0005083668163683033,-126.23387620090406,-123.7342361687354,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
180,34589,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,131.47160088559207,0.0,365.0,1400.0,1.0,0.0,0.47170068647303176,0.0,0.9744165000032782,10.0,0.006000644326305798,0.00042861745187898557,-129.13473012159133,-126.63509008942268,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
181,34590,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,132.1032843969665,0.0,365.0,1400.0,1.0,0.0,0.47301633503865936,0.0,0.9680759047274333,10.0,0.005762475115399776,0.0004116053653856983,-129.8232260625931,-127.32358603042445,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
182,34591,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,132.37525714121045,0.0,365.0,1400.0,1.0,0.0,0.47562428048148964,0.0,0.9578174126239084,10.0,0.005684169694879531,0.00040601212106282364,-130.0558204930483,-127.55618046087963,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
183,34592,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,131.73873455147333,0.0,365.0,1400.0,1.0,0.0,0.4769561814068657,0.0,0.9521322168624954,10.0,0.005938143770225845,0.0004241531264447032,-129.3127245966322,-126.81308456446354,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
184,34593,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,131.06853870917513,0.0,365.0,1400.0,1.0,0.0,0.4777996339988776,0.0,0.9498052960654105,10.0,0.006071198918778282,0.0004336570656270201,-128.93601287435843,-126.43637284218977,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
185,34594,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,131.1717511282514,0.0,365.0,1400.0,1.0,0.0,0.4799376874205069,0.0,0.946338498789115,10.0,0.005697872885885298,0.0004069909204203784,-130.01488682793556,-127.5152467957669,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
186,34595,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,131.31812843776103,0.0,365.0,1400.0,1.0,0.0,0.4784756134272363,0.0,0.9516938264187083,10.0,0.0056972960155748,0.0004069497153982,-130.01660804775628,-127.51696801558762,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
187,34596,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,130.27865412641637,0.0,365.0,1400.0,1.0,0.0,0.47317350341723985,0.0,0.9670179714097887,10.0,0.006306115980283042,0.00045043685573450303,-128.29062739054604,-125.79098735837738,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
188,34597,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,129.2678629645422,0.0,365.0,1400.0,1.0,0.0,0.4671806496563198,0.0,0.9842233173426351,10.0,0.007076733525898458,0.0005054809661356041,-126.330655199289,-123.83101516712034,0.45,0.0,100.0,100.00000000000001,-1.4210854715202004e-14,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
189,34598,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,129.6004877435858,0.0,365.0,1400.0,1.0,0.0,0.466557063150141,0.0,0.9857124954135004,10.0,0.007117536137684682,0.0005083954384060487,-126.23291909487557,-123.73327906270691,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
190,34599,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,131.31331811858115,0.0,365.0,1400.0,1.0,0.0,0.47087982524327643,0.0,0.9712315474252491,10.0,0.0066091494462738095,0.00047208210330527213,-127.4927321225247,-124.99309209035604,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
191,34600,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,132.06921901197833,0.0,365.0,1400.0,1.0,0.0,0.4774020354440732,0.0,0.9504900236738618,10.0,0.006464537665734335,0.0004617526904095954,-127.86883115547366,-125.369191123305,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
192,34601,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,130.75946373109502,0.0,365.0,1400.0,1.0,0.0,0.48061821903768775,0.0,0.9411840869920743,10.0,0.0068029286562467,0.00048592347544619286,-127.00146212014712,-124.50182208797847,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
193,34602,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,130.3266164571346,0.0,365.0,1400.0,1.0,0.0,0.47676721885949835,0.0,0.9518591245928169,10.0,0.007085689226028631,0.0005061206590020451,-126.3091550753098,-123.80951504314115,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
194,34845,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,130.9123730447722,0.0,365.0,1400.0,1.0,0.0,0.4670588566631342,0.0,0.9890657453537487,10.0,0.006143398371956522,0.00043881416942546583,-128.73503940471645,-126.23539937254779,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
195,34846,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,131.8946039030048,0.0,365.0,1400.0,1.0,0.0,0.4686729372291535,0.0,0.9804985905787841,10.0,0.005716207361850779,0.0004083005258464842,-129.9602724651975,-127.46063243302885,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
196,34847,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,131.66109097813182,0.0,365.0,1400.0,1.0,0.0,0.4735862043524035,0.0,0.962575970296811,10.0,0.005772795839188477,0.0004123425599420341,-129.79280591001663,-127.29316587784797,0.45,0.0,100.0,100.00000000000001,-1.4210854715202004e-14,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
197,34848,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,130.52109010122282,0.0,365.0,1400.0,1.0,0.0,0.47505825672210655,0.0,0.9568469645286516,10.0,0.006270525453411395,0.0004478946752436711,-128.38684394806236,-125.8872039158937,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
198,34849,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,130.1138682337536,0.0,365.0,1400.0,1.0,0.0,0.47475055962616597,0.0,0.9587369383453351,10.0,0.006548681894253873,0.0004677629924467052,-127.64898212973142,-125.14934209756277,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
199,34850,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,130.7486756231605,0.0,365.0,1400.0,1.0,0.0,0.47617743621418196,0.0,0.9567584047856202,10.0,0.005969042128199829,0.0004263601520142735,-129.22449665275892,-126.72485662059026,0.45,0.0,100.0,100.00000000000001,-1.4210854715202004e-14,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
200,34851,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,130.70796649136852,0.0,365.0,1400.0,1.0,0.0,0.4776067741494139,0.0,0.9548552172913445,10.0,0.005562453870330484,0.0003973181335950346,-130.42379756542948,-127.92415753326082,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
201,34852,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,129.7117716674695,0.0,365.0,1400.0,1.0,0.0,0.4736332527603191,0.0,0.9663422099609794,10.0,0.0060304514274423125,0.0004307465305315937,-129.05049477570896,-126.5508547435403,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
202,34853,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,129.36323453041277,0.0,365.0,1400.0,1.0,0.0,0.4668796721670516,0.0,0.9848125662641407,10.0,0.006986565320154999,0.0004990403800110714,-126.54865248705121,-124.04901245488256,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
203,34854,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,130.82204284494236,0.0,365.0,1400.0,1.0,0.0,0.4629479429490778,0.0,0.9936942557685675,10.0,0.0074273737415541255,0.0005305266958252946,-125.50853699135652,-123.00889695918787,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
204,34855,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,132.88727594043704,0.0,365.0,1400.0,1.0,0.0,0.466584145245416,0.0,0.9790592896585311,10.0,0.007209376752209294,0.0005149554823006638,-126.01496399941192,-123.51532396724326,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
205,34856,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,133.09135531007954,0.0,365.0,1400.0,1.0,0.0,0.47454402656975003,0.0,0.9544084120957127,10.0,0.006992013548328758,0.0004994295391663398,-126.53540079894825,-124.03576076677959,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
206,34857,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,131.2249497257989,0.0,365.0,1400.0,1.0,0.0,0.4788518571675503,0.0,0.9445224793138353,10.0,0.007210922567035024,0.0005150658976453589,-126.01131929668333,-123.51167926451467,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
207,34858,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,131.10253627911095,0.0,365.0,1400.0,1.0,0.0,0.4757952789412553,0.0,0.955095242282861,10.0,0.006972223526418679,0.0004980159661727628,-126.58358540021274,-124.08394536804408,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
208,35101,1,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_1.roi,fatEPG1,0.0,131.33228755215953,0.0,365.0,1400.0,1.0,0.0,0.46080374781499933,0.0,1.0068396945239113,10.0,0.006643109094960182,0.0004745077924971559,-127.40560504308266,-124.905965010914,0.45,0.0,100.0,100.0,0.0,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,1
