,pixel_index,roi_index,roi_name,fit_model,T2m,T2fl,T2fs,T1f,T1m,Af,Am,cl,cs,B1,echo,rss,rchi,AIC,BIC,dx,Am100,Af100,cl100,cs100,slice,nrows,ncols,groupName,subject,session,imagedRegion,imagedRegionType,roi
22,8087,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,195.3586138231681,31.348313793432393,365.0,1400.0,1.0,0.0,0.3275108182862786,0.280761888344253,0.8694109102161439,10.0,0.00010433366599164851,8.69447216597071e-06,-194.01920679949797,-189.85314007921687,0.45,0.0,100.0,53.842760774274,46.157239225726,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
23,8321,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,305.25327524886035,46.329360384958385,365.0,1400.0,1.0,0.0,0.23577276049788365,0.35176299519194043,0.8658019220794755,10.0,0.00027479883240589224,2.289990270049102e-05,-177.55563803965902,-173.38957131937792,0.45,0.0,100.0,40.129091415221794,59.870908584778206,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
24,8322,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,295.1004011912832,44.547072751160655,365.0,1400.0,1.0,0.0,0.24272843973220748,0.3513286811540801,0.860937804714493,10.0,0.0002734681599785474,2.2789013331545616e-05,-177.6381579651589,-173.47209124487784,0.45,0.0,100.0,40.85944452110519,59.14055547889481,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
25,8323,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,287.5105241678749,42.72233487020127,365.0,1400.0,1.0,0.0,0.2506033541976207,0.35015987416526684,0.855909439476966,10.0,0.00027466198008915127,2.2888498340762606e-05,-177.56410630301755,-173.3980395827365,0.45,0.0,100.0,41.71416331198041,58.28583668801959,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
26,8324,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,279.50202854437424,41.392370943371006,365.0,1400.0,1.0,0.0,0.2574769638339278,0.3463658641467384,0.8545418021438328,10.0,0.000271966819248779,2.266390160406492e-05,-177.73174513076722,-173.56567841048616,0.45,0.0,100.0,42.63973204665961,57.36026795334039,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
27,8325,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,261.33828338538666,40.37303254209168,365.0,1400.0,1.0,0.0,0.26627507603720046,0.3363501707997204,0.8574719178215122,10.0,0.00027353936233257963,2.2794946861048303e-05,-177.6337322855256,-173.46766556524454,0.45,0.0,100.0,44.18584807636816,55.81415192363184,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
28,8326,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,246.24150624351958,39.5871983112126,365.0,1400.0,1.0,0.0,0.2741863282266198,0.32822881552253247,0.8585717430645838,10.0,0.00030376181070787236,2.531348422565603e-05,-175.8521604272572,-171.68609370697612,0.45,0.0,100.0,45.514514545602445,54.485485454397555,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
29,8327,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,238.31360529278035,39.187203141408,365.0,1400.0,1.0,0.0,0.2788143553263188,0.32105767634036353,0.8624596880958355,10.0,0.000318376611877753,2.6531384323146082e-05,-175.0533114004026,-170.8872446801215,0.45,0.0,100.0,46.4789722820819,53.5210277179181,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
30,8328,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,232.3850836084077,38.71719587535838,365.0,1400.0,1.0,0.0,0.28236382199986276,0.3113437593655721,0.8724098007378994,10.0,0.0002839354754606066,2.366128962171722e-05,-176.99960710883968,-172.83354038855862,0.45,0.0,100.0,47.55940986141191,52.44059013858809,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
31,8329,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,227.54307921402307,38.2418429843917,365.0,1400.0,1.0,0.0,0.28310491432820195,0.30427969192710336,0.8847015453769587,10.0,0.00022336555972234242,1.8613796643528535e-05,-181.07854125463672,-176.91247453435562,0.45,0.0,100.0,48.19753723766317,51.80246276233683,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
32,8330,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,224.45025198443648,37.374451288012644,365.0,1400.0,1.0,0.0,0.28356110016983416,0.30220358205586195,0.8919978949523557,10.0,0.00014806172583159332,1.2338477152632777e-05,-188.06860902917023,-183.90254230888917,0.45,0.0,100.0,48.408705538955246,51.591294461044754,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
33,8331,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,224.76574184562094,36.690229060028166,365.0,1400.0,1.0,0.0,0.2836572761292091,0.3029671634769515,0.894216227293984,10.0,0.00010859167829262013,9.04930652438501e-06,-193.33919511813954,-189.17312839785848,0.45,0.0,100.0,48.35415249996178,51.64584750003822,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
34,8332,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,226.3613438754779,36.634866518203914,365.0,1400.0,1.0,0.0,0.2830299156653038,0.3038124389164183,0.8943217435203202,10.0,8.444659438517979e-05,7.037216198764982e-06,-197.61427797179084,-193.44821125150975,0.45,0.0,100.0,48.22929249321758,51.77070750678242,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
35,8333,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,35.99156457028185,218.38029067068908,365.0,1400.0,1.0,0.0,0.299462825937599,0.2884078923598503,0.8945424069201842,10.0,9.351306166001542e-05,7.792755138334619e-06,-195.88058723592786,-191.71452051564677,0.45,0.0,100.0,50.940252102517135,49.059747897482865,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
36,8334,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,110.66250869516325,0.004402185462715202,365.0,1400.0,1.0,0.0,0.45847142662608764,0.41401263258474164,1.019477758391576,10.0,0.015052495612880284,0.0012543746344066903,-109.50022201032027,-105.33415529003919,0.45,0.0,100.0,52.547828442937934,47.452171557062066,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
37,8335,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,204.2550241211475,34.104775654244854,365.0,1400.0,1.0,0.0,0.2938881454502872,0.2967102444890295,0.9014014019959251,10.0,0.00012030396896035792,1.0025330746696493e-05,-191.5979388857135,-187.43187216543242,0.45,0.0,100.0,49.761081380611934,50.238918619388066,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
38,8336,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,207.89826082885554,34.197582985384,365.0,1400.0,1.0,0.0,0.29087588165898215,0.29915984957047814,0.9029695534934885,10.0,0.00012266050851622402,1.022170904301867e-05,-191.26815875358506,-187.10209203330396,0.45,0.0,100.0,49.298011334480144,50.701988665519856,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
39,8337,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,209.59211090402385,34.26481263707326,365.0,1400.0,1.0,0.0,0.2920900034578898,0.2958966026128611,0.9045555373143087,10.0,0.00011222858844618488,9.352382370515407e-06,-192.77916442083463,-188.61309770055357,0.45,0.0,100.0,49.6763022222216,50.3236977777784,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
40,8338,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,205.0447571471684,33.568844162808034,365.0,1400.0,1.0,0.0,0.2973985468096547,0.2901338121851992,0.9069777317506476,10.0,8.879418361177284e-05,7.39951530098107e-06,-196.76084681859496,-192.5947800983139,0.45,0.0,100.0,50.61824123499206,49.38175876500794,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
41,8339,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,194.80379639307577,31.732583472975804,365.0,1400.0,1.0,0.0,0.3083447259754952,0.28184437195426026,0.9097940489886744,10.0,7.258385364386541e-05,6.048654470322118e-06,-200.18768391091297,-196.0216171906319,0.45,0.0,100.0,52.245073156568964,47.754926843431036,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
42,8340,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,187.04691440877917,29.70518089196428,365.0,1400.0,1.0,0.0,0.31937225209410514,0.2764016139090425,0.9090212479864509,10.0,6.893219062570646e-05,5.744349218808871e-06,-201.0652106282002,-196.8991439079191,0.45,0.0,100.0,53.60628760651576,46.39371239348424,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
43,8341,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,182.90584937085308,28.530237894994425,365.0,1400.0,1.0,0.0,0.32864641770086256,0.27288911197373444,0.9022576821643435,10.0,7.72266711089022e-05,6.43555592574185e-06,-199.13364340747654,-194.96757668719545,0.45,0.0,100.0,54.63458124886574,45.36541875113426,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
44,8342,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,185.16264105707504,29.035922618105726,365.0,1400.0,1.0,0.0,0.32775211717269837,0.27598008112446737,0.8949499856053266,10.0,8.587827497308802e-05,7.156522914424002e-06,-197.32848126675987,-193.16241454647877,0.45,0.0,100.0,54.287665640018425,45.712334359981575,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
45,8343,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,191.74283775140165,30.943624248302992,365.0,1400.0,1.0,0.0,0.3167399598132834,0.28169079002894293,0.896275232535891,10.0,8.997776011572645e-05,7.498146676310537e-06,-196.53574332488657,-192.3696766046055,0.45,0.0,100.0,52.92842319629974,47.07157680370026,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
46,8577,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,57.8350633282918,458.2384874721609,365.0,1400.0,1.0,0.0,0.39422082887141185,0.18630680267896482,0.8550354561083059,10.0,0.00037232372588085345,3.1026977156737785e-05,-172.39232332037503,-168.22625660009396,0.45,0.0,100.0,67.90733247590514,32.092667524094864,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
47,8578,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,420.8913769638677,54.31360643222693,365.0,1400.0,1.0,0.0,0.20064105661621823,0.38772385042287516,0.8490962609639062,10.0,0.00038391347026564435,3.19927891888037e-05,-171.87121411547562,-167.70514739519456,0.45,0.0,100.0,34.10146564075869,65.89853435924131,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
48,8579,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,365.4239203951546,49.9437661200165,365.0,1400.0,1.0,0.0,0.2247618759689316,0.3725360617704361,0.8422206227806557,10.0,0.0003750173986176932,3.125144988480777e-05,-172.2697751738126,-168.1037084535315,0.45,0.0,100.0,37.629775990789874,62.370224009210126,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
49,8580,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,352.86785998077085,48.111732719839154,365.0,1400.0,1.0,0.0,0.23333953022015674,0.3678767207790422,0.84009536378929,10.0,0.00039163325884565786,3.2636104903804824e-05,-171.53276709331382,-167.36670037303276,0.45,0.0,100.0,38.811248004749565,61.188751995250435,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
50,8581,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,330.55286377078244,47.428420405581264,365.0,1400.0,1.0,0.0,0.24040661592072643,0.3610329988220312,0.8399696122164921,10.0,0.0003519213248613666,2.932677707178055e-05,-173.3503764254537,-169.1843097051726,0.45,0.0,100.0,39.97186251583228,60.02813748416772,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
51,8582,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,324.198833369075,47.37389269363534,365.0,1400.0,1.0,0.0,0.2423130366653674,0.3628239660309428,0.8345792285241083,10.0,0.000363293871527533,3.0274489293961086e-05,-172.8097011412568,-168.64363442097573,0.45,0.0,100.0,40.04267390453611,59.95732609546389,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
52,8583,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,312.68523982669825,46.82850232110203,365.0,1400.0,1.0,0.0,0.2474709263648921,0.3603934559823545,0.8312601730261322,10.0,0.00037893089592534013,3.157757466044501e-05,-172.09329078562948,-167.9272240653484,0.45,0.0,100.0,40.711535920116255,59.288464079883745,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
53,8584,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,302.3474990633337,46.519548656851924,365.0,1400.0,1.0,0.0,0.2494616739070884,0.35161760284032995,0.8411300286860316,10.0,0.00039731236314983505,3.310936359581959e-05,-171.28801906998015,-167.1219523496991,0.45,0.0,100.0,41.50229155411651,58.49770844588349,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
54,8585,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,295.0078242550135,46.10938264851028,365.0,1400.0,1.0,0.0,0.24767063971804382,0.3434434766333926,0.8577409669254235,10.0,0.00040083220005118417,3.340268333759868e-05,-171.13807727247286,-166.97201055219176,0.45,0.0,100.0,41.89895535683598,58.10104464316402,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
55,8586,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,283.8037413606096,45.13804573936553,365.0,1400.0,1.0,0.0,0.2491635629695249,0.3355466260695691,0.8708574070740854,10.0,0.0003321612720296661,2.7680106002472173e-05,-174.33275596266162,-170.16668924238053,0.45,0.0,100.0,42.61317275469364,57.38682724530636,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
56,8587,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,287.808408611698,45.066198930576284,365.0,1400.0,1.0,0.0,0.2454809116763097,0.33733551492843905,0.8750972298552232,10.0,0.0002675120345195946,2.2292669543299553e-05,-178.0125089132477,-173.8464421929666,0.45,0.0,100.0,42.11976541333634,57.88023458666366,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
57,8588,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,276.1301522890481,44.24673771703824,365.0,1400.0,1.0,0.0,0.25264903738503797,0.3324675026863989,0.8719448186490203,10.0,0.0002092609025146655,1.743840854288879e-05,-182.18741555023365,-178.02134882995256,0.45,0.0,100.0,43.17926773257718,56.82073226742282,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
58,8589,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,268.9452607180365,43.93812402408981,365.0,1400.0,1.0,0.0,0.2561944843006254,0.32948376634761534,0.871108314417179,10.0,0.0001849031111238856,1.5408592593657134e-05,-184.29116294239554,-180.12509622211445,0.45,0.0,100.0,43.74321293595316,56.25678706404684,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
59,8590,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,248.83165761643988,42.00097273130332,365.0,1400.0,1.0,0.0,0.26780583133039004,0.31879296688299774,0.8742723285827805,10.0,0.00020434097903646769,1.702841491970564e-05,-182.59187524014646,-178.42580851986537,0.45,0.0,100.0,45.65400272657394,54.34599727342606,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
60,8591,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,241.47206267879994,40.68532369775812,365.0,1400.0,1.0,0.0,0.2702697900020875,0.31531272255623066,0.8814253327147198,10.0,0.00023428312615743528,1.952359384645294e-05,-180.26729081252873,-176.10122409224766,0.45,0.0,100.0,46.1540063451214,53.8459936548786,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
61,8592,4,EH_slice-2_HC-001_sess-1_upperleg_fat_T2_4.roi,fatEPG2,40.0,243.36822459948493,40.30699120934589,365.0,1400.0,1.0,0.0,0.2677307906160815,0.31743535035468584,0.8850215781335797,10.0,0.0002205525915625471,1.837938263021226e-05,-181.2939913264442,-177.1279246061631,0.45,0.0,100.0,45.75295319922762,54.24704680077238,2,256,256,healthyVolunteers,HC-001,sess-1,upperleg,fat,4
